StatusName,EduOrgFullName,TypeName,ShortName,RegionName,FormName,FullName,WebSite,Id
Действующее,Автономная некоммерческая организация «Образовательная организация высшего образования «Институт театрального искусства»,Образовательная организация высшего образования,АНО ООВО «ИТИ»,г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация «Образовательная организация высшего образования «Институт театрального искусства»,,8ca6d771-ea6d-cad4-cd75-d36e99b89cdf
Действующее,Автономная некоммерческая организация «Образовательная организация высшего образования» «Университет экономики и управления»,Образовательная организация высшего образования,АНО «ООВО» «УЭУ»,Республика Крым,Автономные некоммерческие организации,Автономная некоммерческая организация «Образовательная организация высшего образования» «Университет экономики и управления»,http://ueu.crimea.ru/,f3739f3a-6bbc-686d-93ab-25561c76ff56
Действующее,Автономная некоммерческая организация Высшего Образования «Институт деловой карьеры»,Образовательная организация высшего образования,АНО ВО «ИДК»,г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация Высшего Образования «Институт деловой карьеры»,www.ideka.ru,a3064603-7bab-dd0e-2a55-9ffb3f4fd090
Действующее,Автономная некоммерческая организация высшего образования  «Институт международных экономических связей»,Образовательная организация высшего образования,ИМЭС,г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования  «Институт международных экономических связей»,NULL,79ab988d-a47b-4d89-af6b-9bf5da12f6f6
Действующее,Автономная некоммерческая организация высшего образования  «Институт экономики и управления в промышленности»,Образовательная организация высшего образования,АНО ВО «Институт экономики и управления в промышленности»,г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Институт экономики и управления в промышленности»,ineup.ru,9c86c11d-36f9-609c-9396-53f86bbb5302
Действующее,"Автономная некоммерческая организация высшего образования ""Университет БРИКС (ЮниБРИКС)""",Образовательная организация высшего образования,Университет БРИКС,г. Москва,Автономные некоммерческие организации,"Автономная некоммерческая организация высшего образования ""Университет БРИКС (ЮниБРИКС)""",,0B0F120A-0C0B-100C-120A-0E0D0C0C0E0B0E120B0B
Действующее,"Автономная некоммерческая организация высшего образования ""Уральский институт фондового рынка""",Образовательная организация высшего образования,"АНО ВО ""УИФР""",Свердловская область,Автономные некоммерческие организации,"Автономная некоммерческая организация высшего образования ""Уральский институт фондового рынка""",,91e73c84-962b-40c4-9f39-58924fbfff31
Действующее,Автономная некоммерческая организация высшего образования «АКАДЕМИЯ СОЦИАЛЬНОГО ОБРАЗОВАНИЯ»,Образовательная организация высшего образования,АНО ВО «АКАДЕМИЯ СОЦИАЛЬНОГО ОБРАЗОВАНИЯ»,Республика Татарстан (Татарстан),Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «АКАДЕМИЯ СОЦИАЛЬНОГО ОБРАЗОВАНИЯ»,,0B0F0C0B-0A0B-130A-0C11-130F0C0B0B0B130C1010
Действующее,"Автономная некоммерческая организация высшего образования «Белгородский университет кооперации, экономики и права»",Образовательная организация высшего образования,"АНО ВО «Белгородский университет кооперации, экономики и права»; Белгородский университет кооперации, экономики и права; БУКЭП",Белгородская область,Автономные некоммерческие организации,"Автономная некоммерческая организация высшего образования «Белгородский университет кооперации, экономики и права»",www.bukep.ru,bfa08533-fafe-a4d1-aef9-4a74316be0de
Действующее,Автономная некоммерческая организация высшего образования «Высшая школа сценических искусств»,Образовательная организация высшего образования,АНО «Высшая школа сценических искусств»,г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Высшая школа сценических искусств»,,0B0F1311-110F-0B0D-0D0F-12131110120E0D130E12
Действующее,Автономная некоммерческая организация высшего образования «Гуманитарный университет»,Образовательная организация высшего образования,АНО ВО «Гуманитарный университет»,Свердловская область,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Гуманитарный университет»,https://gu-ural.ru,867b0de2-000f-4de8-bcaf-5b58ba6836fd
Действующее,Автономная некоммерческая организация высшего образования «Институт бизнеса и дизайна»,Образовательная организация высшего образования,АНО ВО «Институт бизнеса и дизайна»,г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Институт бизнеса и дизайна»,,b25af09d-1c96-4b21-a023-decaa571ac4c
Действующее,Автономная некоммерческая организация высшего образования «Институт гуманитарного образования и информационных технологий»,Образовательная организация высшего образования,АНО ВО «ИГУМО и ИТ»,г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Институт гуманитарного образования и информационных технологий»,,684dbaf6-d2d4-283b-530a-eecc073763f5
Действующее,Автономная некоммерческая организация высшего образования «Институт кино и телевидения (ГИТР)»,Образовательная организация высшего образования,АНО ВО ГИТР,г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Институт кино и телевидения (ГИТР)»,www.gitr.ru,0B0E1113-0B13-0C10-1311-0D130F0D120F100F0E0D
Действующее,Автономная некоммерческая организация высшего образования «Институт непрерывного образования»,Образовательная организация высшего образования,АНО ВО «ИНО»,г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Институт непрерывного образования»,NULL,05b749e4-d3d9-4cee-8a47-e4c2010478f8
Действующее,Автономная некоммерческая организация высшего образования «Институт современного искусства»,Образовательная организация высшего образования,АНО ВО «Институт современного искусства»,г. Москва,автономная некоммерческая организация,Автономная некоммерческая организация высшего образования «Институт современного искусства»,,0B0E1213-0B0E-0A13-0D0F-0B100B10130F0E11110A
Действующее,Автономная некоммерческая организация высшего образования «Институт стран Востока»,Образовательная организация высшего образования,АНО ВО «Институт стран Востока»,г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Институт стран Востока»,www.orun.ru,0B100A0F-0B10-130E-130C-0A0E12110F0E0F0A0C0B
Действующее,"Автономная некоммерческая организация высшего образования «Казанский институт финансов, экономики и информатики»",Образовательная организация высшего образования,АНО ВО «КИФЭИ»,Республика Татарстан (Татарстан),Автономные некоммерческие организации,"Автономная некоммерческая организация высшего образования «Казанский институт финансов, экономики и информатики»",,2d507d9b-dd4c-2e2a-c669-cdec6fc5fa9a
Действующее,Автономная некоммерческая организация высшего образования «МОСКОВСКИЙ МЕЖДУНАРОДНЫЙ УНИВЕРСИТЕТ»,Образовательная организация высшего образования,"АНОВО «МОСКОВСКИЙ МЕЖДУНАРОДНЫЙ УНИВЕРСИТЕТ», МОСКОВСКИЙ МЕЖДУНАРОДНЫЙ УНИВЕРСИТЕТ, МЕЖДУНАРОДНЫЙ УНИВЕРСИТЕТ В МОСКВЕ, ММУ, МУМ",г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «МОСКОВСКИЙ МЕЖДУНАРОДНЫЙ УНИВЕРСИТЕТ»,https://mi.university/,ab4295dc-0888-f13c-bd26-d7dac929a8b1
Действующее,Автономная некоммерческая организация высшего образования «Международная академия бизнеса и управления»,Образовательная организация высшего образования,АНО ВО «МАБиУ»,г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Международная академия бизнеса и управления»,,7397da72-f5ae-da1b-03d2-809844cce6ed
Действующее,Автономная некоммерческая организация высшего образования «Международный банковский институт имени Анатолия Собчака»,Образовательная организация высшего образования,АНО ВО «МБИ имени Анатолия Собчака»,г. Санкт-Петербург,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Международный банковский институт имени Анатолия Собчака»,,c535807a-49d8-e333-3985-ce72f87ee3e1
Действующее,Автономная некоммерческая организация высшего образования «Международный институт управления и права»,Образовательная организация высшего образования,АНО ВО «МИУП»,Тверская область,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Международный институт управления и права»,,0B0F0D0D-0A0C-120C-0D13-0C0B0D0D0B0E0F11130A
Действующее,Автономная некоммерческая организация высшего образования «Межрегиональный открытый социальный институт»,Образовательная организация высшего образования,"АНО ВО МОСИ, АНО ВО «Межрегиональный открытый социальный институт»",Республика Марий Эл,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Межрегиональный открытый социальный институт»,,3f403783-353a-1594-6b48-9fbd190f00a1
Действующее,Автономная некоммерческая организация высшего образования «Московская международная высшая школа бизнеса «МИРБИС» (Институт),Образовательная организация высшего образования,Институт МИРБИС,г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Московская международная высшая школа бизнеса «МИРБИС» (Институт),http://mirbis.ru,d4dcd5db-72b5-4017-90a8-a29ae052c304
Действующее,Автономная некоммерческая организация высшего образования «Московский гуманитарный университет»,Образовательная организация высшего образования,АНО ВО «Московский гуманитарный университет» или «Московский гуманитарный университет» или АНО ВО «МосГУ» или «МосГУ»,г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Московский гуманитарный университет»,,4c5f856f-44d2-15ec-1c2a-db70127d429f
Действующее,Автономная некоммерческая организация высшего образования «Московский институт современного академического образования»,Образовательная организация высшего образования,АНО ВО «МИСАО»,г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Московский институт современного академического образования»,misaoinst.ru,1c142f0c-03b2-f613-624a-56d27ca27a07
Действующее,Автономная некоммерческая организация высшего образования «Московский информационно-технологический университет - Московский архитектурно-строительный институт»,Образовательная организация высшего образования,МИТУ - МАСИ; Московский информационно-технологический университет - Московский архитектурно-строительный институт; МИТУ; МАСИ,г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Московский информационно-технологический университет - Московский архитектурно-строительный институт»,https://masi.ru/,98ef8acd-55d4-21f4-34ba-786618b7447b
Действующее,Автономная некоммерческая организация высшего образования «Московский региональный социально-экономический институт»,Образовательная организация высшего образования,Московский региональный социально-экономический институт (МРСЭИ),Московская область,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Московский региональный социально-экономический институт»,,99226df3-d6c7-60c8-3fa6-acb7d1ed2747
Действующее,Автономная некоммерческая организация высшего образования «Научно-клинический центр имени Башларова»,Образовательная организация высшего образования,АНО ВО «Научно-клинический центр имени Башларова»,Республика Дагестан,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Научно-клинический центр имени Башларова»,,0B100A0D-0C12-100C-0A11-0C0B100D0E130F0A1012
Действующее,Автономная некоммерческая организация высшего образования «Национальный институт бизнеса»,Образовательная организация высшего образования,АНО ВО «Национальный институт бизнеса»,г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Национальный институт бизнеса»,,9ee7dcb4-5d79-8035-eeb1-8512d4492093
Действующее,Автономная некоммерческая организация высшего образования «Национальный открытый институт г.Санкт-Петербург»,Образовательная организация высшего образования,АНОВО «НОИ СПб»,г. Санкт-Петербург,некоммерческая организация,Автономная некоммерческая организация высшего образования «Национальный открытый институт г.Санкт-Петербург»,,0B0E1312-0A0E-1213-0E0D-0A130B0F0C0A0D0F130C
Действующее,"Автономная некоммерческая организация высшего образования «Поволжская академия образования и искусств имени Святителя Алексия, митрополита Московского»",Образовательная организация высшего образования,Поволжская академия Святителя Алексия,Самарская область,Автономные некоммерческие организации,"Автономная некоммерческая организация высшего образования «Поволжская академия образования и искусств имени Святителя Алексия, митрополита Московского»",http://pravinst.ru/,a2338519-240b-9849-bfc8-58acd5ae4f31
Действующее,Автономная некоммерческая организация высшего образования «Российский новый университет»,Образовательная организация высшего образования,"АНО ВО «Российский новый университет», АНО ВО ""РОСНОУ""",г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Российский новый университет»,http://rosnou.ru/,0e0aa803-409f-6fd8-ff31-ed3708ad5ee5
Действующее,Автономная некоммерческая организация высшего образования «Российский православный университет святого Иоанна Богослова»,Образовательная организация высшего образования,АНО ВО «РПУ св. Иоанна Богослова»,г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Российский православный университет святого Иоанна Богослова»,www.мпи.рф,7fa2d558-d26f-66b7-507d-2d8a83c2816a
Действующее,Автономная некоммерческая организация высшего образования «Русская христианская гуманитарная академия им Ф.М. Достоевского»,Образовательная организация высшего образования,"АНО ВО «РХГА», РХГА , Академия Достоевского",г. Санкт-Петербург,негосударственное образовательное частное учрежден,Автономная некоммерческая организация высшего образования «Русская христианская гуманитарная академия им Ф.М. Достоевского»,,0B10110C-0C0C-0E10-1010-0D100D12130F100F0B12
Действующее,Автономная некоммерческая организация высшего образования «Санкт-Петербургская юридическая академия»,Образовательная организация высшего образования,АНО ВО «СЮА»,г. Санкт-Петербург,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Санкт-Петербургская юридическая академия»,https://jurac.ru,89c35d3d-45d9-4091-844c-3de8e82f6335
Действующее,Автономная некоммерческая организация высшего образования «Северо-Кавказский социальный институт»,Образовательная организация высшего образования,СКСИ,Ставропольский край,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Северо-Кавказский социальный институт»,sksi.ru,a729a2db-b098-4737-a731-3feb257abb57
Действующее,"Автономная некоммерческая организация высшего образования «Сибирский институт бизнеса, управления и психологии»",Образовательная организация высшего образования,АНО ВО СИБУП,Красноярский край,Автономные некоммерческие организации,"Автономная некоммерческая организация высшего образования «Сибирский институт бизнеса, управления и психологии»",http://www.sibup.ru/,a5e9be85-075c-ea0e-a34b-e3d6eac85f20
Действующее,Автономная некоммерческая организация высшего образования «Славяно-Греко-Латинская Академия»,Образовательная организация высшего образования,"АНОВО Славяно-Греко-Латинская Академия, Славяно-Греко-Латинская Академия, АНОВО СГЛА, СГЛА",г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Славяно-Греко-Латинская Академия»,sgla.ru,0B0E1113-0C0A-1312-1313-0B0F0A110F0B12110E13
Действующее,Автономная некоммерческая организация высшего образования «Современный технический университет»,Образовательная организация высшего образования,Современный технический университет,Рязанская область,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Современный технический университет»,NULL,9f1db3d4-5118-fe13-9c94-fbc736ad9601
Действующее,Автономная некоммерческая организация высшего образования «Университет Иннополис»,Образовательная организация высшего образования,АНО ВО «Университет Иннополис»,Республика Татарстан (Татарстан),Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Университет Иннополис»,https://innopolis.university/,72cd1628-c2ed-b424-e0b2-872ee65f342d
Действующее,Автономная некоммерческая организация высшего образования «Университет мировых цивилизаций имени В.В. Жириновского»,Образовательная организация высшего образования,"АНО ВО ""Университет мировых цивилизаций им. В.В. Жириновского"", АНО ВО ""УМЦ им. В.В. Жириновского"", АНО ВО ""УМЦ"", УМЦ",г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Университет мировых цивилизаций имени В.В. Жириновского»,imc-i.ru,34b3cb15-6498-0296-f3e6-78ad4c7b2692
Действующее,Автономная некоммерческая организация высшего образования «Университет при Межпарламентской Ассамблее ЕврАзЭС»,Образовательная организация высшего образования,АНО ВО «Университет при МПА ЕврАзЭС»,г. Санкт-Петербург,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования «Университет при Межпарламентской Ассамблее ЕврАзЭС»,,b8b3a19f-440e-17f8-0918-f3194e900abf
Действующее,"Автономная некоммерческая организация высшего образования «Уральский университет-Уральский институт экономики, управления и права»",Образовательная организация высшего образования,АНО ВО УрУ-УИЭУиП,Свердловская область,Автономные некоммерческие организации,"Автономная некоммерческая организация высшего образования «Уральский университет-Уральский институт экономики, управления и права»",,0B0F0B0D-0D0E-0C0F-1111-0B0E130E0E130E0A100D
Действующее,Автономная некоммерческая организация высшего образования «ХУДОЖЕСТВЕННО-ТЕХНИЧЕСКИЙ ИНСТИТУТ»,Образовательная организация высшего образования,"АНО ВО ""ВХУТЕИН""",г. Санкт-Петербург,автономная некоммерческая организация,Автономная некоммерческая организация высшего образования «ХУДОЖЕСТВЕННО-ТЕХНИЧЕСКИЙ ИНСТИТУТ»,,0B0F0B10-100D-0B0D-130F-0D0A130D0A11110F0B13
Действующее,Автономная некоммерческая организация высшего образования Институт современного образования и информационных технологий,Образовательная организация высшего образования,АНО ВО Институт современного образования и информационных технологий,г. Москва,некоммерческая организация,Автономная некоммерческая организация высшего образования Институт современного образования и информационных технологий,,0B110A10-0C0F-130A-0A0C-0F100E0A120F120C110B
Действующее,Автономная некоммерческая организация высшего образования Московский гуманитарно-экономический университет,Образовательная организация высшего образования,АНО ВО МГЭУ,г. Москва,Автономные некоммерческие организации,Автономная некоммерческая организация высшего образования Московский гуманитарно-экономический университет,http://mgei.ru,32ff2d65-873a-cd7c-28ac-1cf9832f60ec
Действующее,"Автономная некоммерческая организация высшего образования Самарский университет государственного управления ""Международный институт рынка""",Образовательная организация высшего образования,"АНО ВО Университет ""МИР""",Самарская область,Автономные некоммерческие организации,"Автономная некоммерческая организация высшего образования Самарский университет государственного управления ""Международный институт рынка""",,0B0E1311-0E0C-0E12-0B10-12120D12100E0E0E0A10
Действующее,"Автономное образовательное учреждение высшего образования Ленинградской области «Государственный институт экономики, финансов, права и технологий»",Образовательная организация высшего образования,АОУ ВО ЛО «ГИЭФПТ»,Ленинградская область,,"Автономное образовательное учреждение высшего образования Ленинградской области «Государственный институт экономики, финансов, права и технологий»",http://gief.ru/,0ec3b8e2-c711-2621-2c0d-b5f0c3f9a934
Действующее,Аккредитованное образовательное частное учреждение высшего образования «Московский финансово-юридический университет МФЮА»,Образовательная организация высшего образования,"МФЮА, Московский финансово-юридический университет МФЮА",г. Москва,Частные учреждения,Аккредитованное образовательное частное учреждение высшего образования «Московский финансово-юридический университет МФЮА»,www.mfua.ru,e92ce03d-43ab-f023-4d0e-6f5c8f68919d
